popularity,original_title,cast,runtime,genres,release_date,release_year,budget_adj,revenue_adj,profit,leading_actor
0,Manglehorn,Al Pacino|Chris Messina|Holly Hunter|Harmony Korine|Natalie Wilemon,97,Drama,2015-06-03,2015,3679998,131652,-3548346,Al Pacino
0,A Walk in the Woods,Robert Redford|Nick Nolte|Emma Thompson|Nick Offerman|Kristen Schaal,104,Drama|Adventure|Comedy,2015-09-02,2015,7359996,33111785,25751789,Robert Redford
0,The Lazarus Effect,Olivia Wilde|Mark Duplass|Donald Glover|Evan Peters|Sarah Bolger,83,Thriller|Horror,2015-01-29,2015,3035998,58981843,55945845,Olivia Wilde
0,Unfinished Business,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller,90,Comedy,2015-03-05,2015,32199985,13276746,-18923239,Vince Vaughn
0,Lost River,Christina Hendricks|Saoirse Ronan|Eva Mendes|Matt Smith|Iain De Caestecker,95,Fantasy|Thriller,2015-04-08,2015,1839999,41796,-1798203,Christina Hendricks
0,The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,87,Horror|Thriller,2015-07-10,2015,91999,39251239,39159240,Cassidy Gifford
0,By the Sea,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup,122,Drama|Romance,2015-11-12,2015,9199995,3068131,-6131864,Angelina Jolie
0,Black or White,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr,121,Drama,2015-01-30,2015,8279996,19845485,11565489,Kevin Costner
0,I Saw the Light,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson,123,Drama|Music,2015-09-11,2015,11959994,1515044,-10444950,Tom Hiddleston
0,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,119,Drama|Music|Adventure|Fantasy,2015-10-22,2015,4599997,2146988,-2453009,Aubrey Peeples
0,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,137,Drama|War,2015-09-11,2015,5519997,83514,-5436483,Idris Elba
0,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,83,Thriller|Horror,2015-02-12,2015,2759998,3116038,356040,Maria Bello
0,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,101,Drama|Comedy,2015-05-08,2015,411721,709611,297890,Jack Black
0,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,111,Drama|Thriller,2015-07-01,2015,9199995,16074,-9183921,Nicole Kidman
0,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,97,Crime|Drama|Thriller,2015-09-17,2015,1839999,2577386,737387,Kate Mara
0,90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,121,Drama,2015-09-11,2015,4599997,4455281,-144716,Kate Bosworth
0,Grandma,Lily Tomlin|Julia Garner|Marcia Gay Harden|Judy Greer|Laverne Cox,78,Drama|Comedy,2015-06-04,2015,551999,6520452,5968453,Lily Tomlin
0,War Room,Priscilla C. Shirer|T.C. Stallings|Karen Abercrombie|Beth Moore|Michael Jr.,120,Drama,2015-08-28,2015,2759998,62366880,59606882,Priscilla C. Shirer
0,Stonewall,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,129,Drama,2015-09-18,2015,12419994,172660,-12247334,Jeremy Irvine
24,Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,169,Adventure|Drama|Science Fiction,2014-11-05,2014,151980023,572690645,420710622,Matthew McConaughey
14,Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,121,Action|Science Fiction|Adventure,2014-07-30,2014,156585478,712291130,555705652,Chris Pratt
12,Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,136,Action|Adventure|Science Fiction,2014-03-20,2014,156585478,658365092,501779614,Chris Evans
11,John Wick,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,101,Action|Thriller,2014-10-22,2014,18421821,72526614,54104793,Keanu Reeves
10,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,123,Science Fiction|Adventure|Thriller,2014-11-18,2014,115136381,692752790,577616409,Jennifer Lawrence
10,The Hobbit: The Battle of the Five Armies,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,144,Adventure|Fantasy,2014-12-10,2014,230272762,879752289,649479527,Martin Freeman
8,Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,102,Adventure|Family|Animation|Action|Comedy,2014-10-24,2014,151980023,600648487,448668464,Scott Adsit
8,The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,113,History|Drama|Thriller|War,2014-11-14,2014,12895274,215126072,202230798,Benedict Cumberbatch
7,The Maze Runner,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,113,Action|Mystery|Science Fiction|Thriller,2014-09-10,2014,31317095,320834306,289517211,Dylan O'Brien
6,Birdman,Michael Keaton|Zach Galifianakis|Edward Norton|Emma Stone|Naomi Watts,119,Drama|Comedy,2014-10-17,2014,16579638,95070499,78490861,Michael Keaton
6,Gone Girl,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,145,Mystery|Thriller|Drama,2014-10-01,2014,56186554,340186892,284000338,Ben Affleck
6,Fury,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeÃ±a|Jon Bernthal,135,War|Drama|Action,2014-10-15,2014,62634191,195103577,132469386,Brad Pitt
6,Night at the Museum: Secret of the Tomb,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,97,Adventure|Comedy|Fantasy|Family,2014-12-17,2014,116978563,321851579,204873016,Ben Stiller
6,Divergent,Shailene Woodley|Theo James|Kate Winslet|Miles Teller|Ray Stevenson,139,Action|Science Fiction|Thriller,2014-03-14,2014,78292739,265963102,187670363,Shailene Woodley
6,X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,131,Action|Adventure|Fantasy|Science Fiction,2014-05-15,2014,230272762,687133923,456861161,Hugh Jackman
5,Lucy,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,89,Action|Science Fiction,2014-07-14,2014,36843642,426796807,389953165,Scarlett Johansson
5,Teenage Mutant Ninja Turtles,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,101,Science Fiction|Action|Adventure|Fantasy|Comedy,2014-08-07,2014,115136381,439544649,324408268,Megan Fox
5,Sex Tape,Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe,97,Comedy,2014-07-17,2014,36843642,116121496,79277854,Cameron Diaz
5,Nightcrawler,Jake Gyllenhaal|Rene Russo|Riz Ahmed|Bill Paxton|Kevin Rahm,117,Crime|Drama|Thriller,2014-10-23,2014,7829273,35643660,27814387,Jake Gyllenhaal
4,Transformers: Age of Extinction,Mark Wahlberg|Stanley Tucci|Nicola Peltz|Jack Reynor|Li Bingbing,165,Science Fiction|Action|Adventure,2014-06-25,2014,193429120,226127852,32698732,Mark Wahlberg
4,The Grand Budapest Hotel,Ralph Fiennes|Tony Revolori|F. Murray Abraham|Mathieu Amalric|Adrien Brody,99,Comedy|Drama,2014-02-26,2014,27632731,160822790,133190059,Ralph Fiennes
4,Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,105,Drama|Music,2014-10-10,2014,3039600,12888912,9849312,Miles Teller
4,Dawn of the Planet of the Apes,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,130,Science Fiction|Action|Drama|Thriller,2014-06-26,2014,156585478,652316682,495731204,Andy Serkis
4,The Equalizer,Denzel Washington|Marton Csokas|ChloÃ« Grace Moretz|David Harbour|Haley Bennett,132,Thriller|Action|Crime,2014-09-24,2014,50660007,177154121,126494114,Denzel Washington
4,Horrible Bosses 2,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,108,Comedy,2014-11-26,2014,38685824,98230083,59544259,Jason Bateman
4,The Amazing Spider-Man 2,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,142,Action|Adventure|Fantasy,2014-04-16,2014,184218210,650030010,465811800,Andrew Garfield
3,Edge of Tomorrow,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,113,Action|Science Fiction,2014-05-27,2014,163954207,341302234,177348027,Tom Cruise
3,The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,112,Action|Comedy,2014-12-25,2014,40528006,10413095,-30114911,James Franco
3,American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,134,War|Action,2014-12-11,2014,54160153,499514514,445354361,Bradley Cooper
3,Exodus: Gods and Kings,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,153,Adventure|Drama|Action,2014-12-03,2014,128952747,246881718,117928971,Christian Bale
3,Godzilla,Aaron Taylor-Johnson|Ken Watanabe|Elizabeth Olsen|Bryan Cranston|Juliette Binoche,123,Action|Science Fiction|Thriller,2014-05-14,2014,147374568,487327232,339952664,Aaron Taylor-Johnson
3,Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,97,Fantasy|Adventure|Action|Family|Romance,2014-05-28,2014,165796389,698565011,532768622,Angelina Jolie
3,The November Man,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,108,Crime|Action|Thriller,2014-08-27,2014,13816365,29987149,16170784,Pierce Brosnan
3,Ouija,Olivia Cooke|Ana Coto|Daren Kagasoff|Bianca A. Santos|Douglas Smith,89,Horror,2014-10-24,2014,4605455,94439261,89833806,Olivia Cooke
3,How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,102,Fantasy|Action|Adventure|Animation|Comedy,2014-06-12,2014,133558202,561057788,427499586,Jay Baruchel
3,It Follows,Maika Monroe|Keir Gilchrist|Olivia Luccardi|Lili Sepe|Bailey Spry,100,Thriller|Horror,2014-08-27,2014,1842182,12434729,10592547,Maika Monroe
3,The Expendables 3,Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson,127,Action|Adventure|Thriller,2014-08-04,2014,82898194,189903685,107005491,Sylvester Stallone
3,The Lego Movie,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,100,Adventure|Fantasy|Animation|Comedy|Action,2014-02-06,2014,55265463,432139714,376874251,Will Arnett
3,Seventh Son,Jeff Bridges|Julianne Moore|Ben Barnes|Alicia Vikander|Kit Harington,102,Adventure|Fantasy,2014-12-12,2014,87503649,105168898,17665249,Jeff Bridges
3,The Theory of Everything,Eddie Redmayne|Felicity Jones|Harry Lloyd|David Thewlis|Emily Watson,123,Drama|Romance,2014-11-26,2014,13816365,111638022,97821657,Eddie Redmayne
3,Let's Be Cops,Jake Johnson|Damon Wayans Jr.|Nina Dobrev|Rob Riggle|James D'Arcy,104,Comedy,2014-08-13,2014,15658547,125840630,110182083,Jake Johnson
3,Dracula Untold,Luke Evans|Sarah Gadon|Dominic Cooper|Art Parkinson|Charles Dance,92,Horror|Action|Drama|Fantasy|War,2014-10-01,2014,64476373,198522018,134045645,Luke Evans
3,Penguins of Madagascar,Tom McGrath|Chris Miller|Christopher Knights|Conrad Vernon|John Malkovich,92,Family|Animation|Adventure|Comedy,2014-11-22,2014,121584018,344075490,222491472,Tom McGrath
2,Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,125,Fantasy|Comedy|Music,2014-12-25,2014,46054552,196102469,150047917,Meryl Streep
2,300: Rise of an Empire,Sullivan Stapleton|Eva Green|Lena Headey|Callan Mulvey|David Wenham,102,Action|War,2014-03-05,2014,101320015,310941963,209621948,Sullivan Stapleton
2,The Giver,Jeff Bridges|Meryl Streep|Brenton Thwaites|Odeya Rush|Alexander SkarsgÃ¥rd,94,Drama|Science Fiction,2014-08-11,2014,23027276,61695098,38667822,Jeff Bridges
2,22 Jump Street,Jonah Hill|Channing Tatum|Dave Franco|Ice Cube|Nick Offerman,112,Crime|Comedy|Action,2014-06-05,2014,46054552,173571884,127517332,Jonah Hill
2,A Walk Among the Tombstones,Liam Neeson|Dan Stevens|David Harbour|Boyd Holbrook|Adam David Thompson,113,Crime|Drama|Mystery|Thriller,2014-09-18,2014,25790549,48985095,23194546,Liam Neeson
2,Paddington,Nicole Kidman|Peter Capaldi|Ben Whishaw|Michael Gambon|Imelda Staunton,95,Comedy,2014-11-27,2014,50660007,238753457,188093450,Nicole Kidman
2,Cake,Jennifer Aniston|Anna Kendrick|William H. Macy|Adriana Barraza|Felicity Huffman,102,Drama,2014-09-07,2014,6447637,2174033,-4273604,Jennifer Aniston
2,Chef,Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson,115,Comedy,2014-05-08,2014,10132001,42340653,32208652,Jon Favreau
2,The Purge: Anarchy,Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|ZoÃ« Borde,104,Horror|Thriller,2014-07-17,2014,8289819,100198906,91909087,Frank Grillo
2,Left Behind,Nicolas Cage|Chad Michael Murray|Lea Thompson|Nicky Whelan|Martin Klebba,110,Thriller|Action|Science Fiction,2014-10-03,2014,14737456,18129765,3392309,Nicolas Cage
2,Boyhood,Ellar Coltrane|Patricia Arquette|Ethan Hawke|Elijah Smith|Lorelei Linklater,164,Drama,2014-06-05,2014,3684364,40849467,37165103,Ellar Coltrane
2,A Most Violent Year,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,125,Action|Thriller|Crime|Drama,2014-12-30,2014,18421821,11059604,-7362217,Oscar Isaac
2,Hercules,Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie,99,Action|Adventure,2014-07-23,2014,92109105,224193561,132084456,Dwayne Johnson
2,Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,139,Drama|Adventure,2014-03-20,2014,115136381,334022131,218885750,Russell Crowe
2,The Judge,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,141,Drama,2014-10-08,2014,46054552,77113179,31058627,Robert Downey Jr.
2,Blended,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,117,Comedy,2014-05-21,2014,36843642,113749780,76906138,Drew Barrymore
2,Neighbors,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,96,Comedy,2014-05-08,2014,16579638,246997381,230417743,Seth Rogen
2,If I Stay,ChloÃ« Grace Moretz|Jamie Blackley|Liana Liberato|Mireille Enos|Stacy Keach,106,Drama,2014-08-21,2014,10132001,72650912,62518911,ChloÃ« Grace Moretz
2,Step Up All In,Ryan Guzman|Briana Evigan|Stephen Boss|Misha Gabriel|Izabella Miko,112,Romance|Drama|Music,2014-07-16,2014,41449097,79366405,37917308,Ryan Guzman
2,The Fault in Our Stars,Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell,125,Romance|Drama,2014-05-16,2014,11053092,281072099,270019007,Shailene Woodley
2,Ride Along,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter,99,Action|Comedy,2014-01-17,2014,23027276,141846012,118818736,Ice Cube
2,Inherent Vice,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,148,Comedy|Romance|Crime|Drama|Mystery,2014-12-25,2014,18421821,10234219,-8187602,Joaquin Phoenix
2,Jack Ryan: Shadow Recruit,Chris Pine|Keira Knightley|Kevin Costner|Nonso Anozie|Gemma Chan,105,Action|Drama|Thriller,2014-01-15,2014,55265463,46560330,-8705133,Chris Pine
2,Non-Stop,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker,106,Action|Thriller|Mystery,2014-01-26,2014,46054552,205227928,159173376,Liam Neeson
2,Predestination,Ethan Hawke|Sarah Snook|Noah Taylor|Christopher Kirby|Madeleine West,97,Science Fiction|Thriller,2014-08-28,2014,5066000,2763273,-2302727,Ethan Hawke
1,The Drop,Tom Hardy|Noomi Rapace|James Gandolfini|Matthias Schoenaerts|John Ortiz,106,Drama|Crime,2014-09-12,2014,11605747,17186067,5580320,Tom Hardy
1,RoboCop,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley,102,Science Fiction|Action,2014-01-30,2014,110530926,220490244,109959318,Joel Kinnaman
1,Transcendence,Johnny Depp|Paul Bettany|Rebecca Hall|Kate Mara|Morgan Freeman,119,Thriller|Science Fiction|Drama|Mystery,2014-04-16,2014,92109105,94908538,2799433,Johnny Depp
1,The Other Woman,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau,109,Comedy|Romance,2014-04-16,2014,36843642,181253395,144409753,Cameron Diaz
1,Mr. Peabody & Sherman,Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Ellie Kemper,92,Animation|Adventure|Family,2014-02-07,2014,133558202,251377196,117818994,Ty Burrell
1,Sin City: A Dame to Kill For,Mickey Rourke|Jessica Alba|Josh Brolin|Joseph Gordon-Levitt|Rosario Dawson,102,Crime|Thriller,2014-08-20,2014,59870918,36298002,-23572916,Mickey Rourke
1,Rio 2,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jamie Foxx|Andy GarcÃ­a,102,Animation|Adventure|Comedy|Family,2014-03-19,2014,94872378,460719091,365846713,Jesse Eisenberg
1,Dumb and Dumber To,Jim Carrey|Jeff Daniels|Rachel Melvin|Kathleen Turner|Brady Bluhm,110,Comedy,2014-11-12,2014,36843642,156435350,119591708,Jim Carrey
1,The Monuments Men,Matt Damon|Cate Blanchett|George Clooney|Bill Murray|John Goodman,118,War|Drama|History|Action,2014-01-24,2014,64476373,142754407,78278034,Matt Damon
1,Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,137,Drama|War,2014-12-25,2014,59870918,150545826,90674908,Jack O'Connell
1,Selma,David Oyelowo|Tom Wilkinson|Carmen Ejogo|AndrÃ© Holland|Omar J. Dorsey,127,History|Drama,2014-12-25,2014,18421821,61517744,43095923,David Oyelowo
1,Mommy,Anne Dorval|Suzanne ClÃ©ment|Antoine-Olivier Pilon|Patrick Huard|Alexandre Goyette,138,Drama,2014-05-22,2014,4513346,3218356,-1294990,Anne Dorval
1,Wild,Reese Witherspoon|Laura Dern|Thomas Sadoski|Keene McRae|Michiel Huisman,115,Drama,2014-12-05,2014,13816365,48358699,34542334,Reese Witherspoon
1,Pompeii,Kit Harington|Carrie-Anne Moss|Emily Browning|Adewale Akinnuoye-Agbaje|Jessica Lucas,105,Action|Adventure|History|Romance|Drama,2014-02-18,2014,119741836,108533660,-11208176,Kit Harington
1,The Best of Me,Michelle Monaghan|James Marsden|Liana Liberato|Luke Bracey|Gerald McRaney,117,Drama|Romance,2014-10-16,2014,23948367,33091313,9142946,Michelle Monaghan
1,Annie,QuvenzhanÃ© Wallis|Jamie Foxx|Rose Byrne|Cameron Diaz|Bobby Cannavale,119,Music|Comedy|Drama|Family,2014-12-19,2014,59870918,123262077,63391159,QuvenzhanÃ© Wallis
1,The Book of Life,Diego Luna|Channing Tatum|Zoe Saldana|Christina Applegate|Eugenio Derbez,95,Romance|Animation|Adventure|Comedy|Family,2014-10-01,2014,46054552,89748446,43693894,Diego Luna
1,St. Vincent,Bill Murray|Melissa McCarthy|Naomi Watts|Chris O'Dowd|Terrence Howard,102,Comedy,2014-10-09,2014,11974183,50510085,38535902,Bill Murray
1,Need for Speed,Aaron Paul|Dominic Cooper|Imogen Poots|Rami Malek|RamÃ³n RodrÃ­guez,130,Action|Crime|Drama|Thriller,2014-03-13,2014,60792009,187237211,126445202,Aaron Paul
1,The Hundred-Foot Journey,Helen Mirren|Manish Dayal|Om Puri|Charlotte Le Bon|Rohan Chand,122,Drama,2014-08-06,2014,20264003,81867328,61603325,Helen Mirren
1,The Boxtrolls,Ben Kingsley|Isaac Hempstead Wright|Elle Fanning|Dee Bradley Baker|Steve Blum,97,Animation|Comedy|Family|Fantasy,2014-09-10,2014,55265463,99713420,44447957,Ben Kingsley
1,Big Eyes,Amy Adams|Christoph Waltz|Krysten Ritter|Danny Huston|Jason Schwartzman,105,Drama,2014-12-24,2014,9210910,26604343,17393433,Amy Adams
1,The Prince,Bruce Willis|Jason Patric|John Cusack|Jessica Lowndes|Gia Mantegna,93,Thriller|Action,2014-08-22,2014,16579638,245550715,228971077,Bruce Willis
1,The Signal,Brenton Thwaites|Laurence Fishburne|Olivia Cooke|Lin Shaye|Beau Knapp,95,Thriller|Science Fiction,2014-03-15,2014,3684364,553479,-3130885,Brenton Thwaites
1,Into the Storm,Richard Armitage|Sarah Wayne Callies|Matt Walsh|Nathan Kress|Alycia Debnam-Carey,89,Action|Thriller,2014-08-06,2014,46054552,147929243,101874691,Richard Armitage
1,Planes: Fire & Rescue,Dane Cook|Ed Harris|Julie Bowen|Curtis Armstrong|John Michael Higgins,83,Animation|Comedy|Adventure|Family,2014-07-17,2014,46054552,139237453,93182901,Dane Cook
1,Sabotage,Arnold Schwarzenegger|Sam Worthington|Mireille Enos|Joe Manganiello|Harold Perrineau,110,Action|Drama|Thriller|Crime,2014-03-28,2014,32238186,16126939,-16111247,Arnold Schwarzenegger
1,No Good Deed,Idris Elba|Taraji P. Henson|Leslie Bibb|Kate del Castillo|Henry Simmons,84,Thriller,2014-09-12,2014,12158401,49582713,37424312,Idris Elba
1,Still Alice,Julianne Moore|Alec Baldwin|Kristen Stewart|Kate Bosworth|Shane McRae,99,Drama,2014-12-05,2014,4605455,38499379,33893924,Julianne Moore
1,"As Above, So Below",Perdita Weeks|Ben Feldman|Edwin Hodge|FranÃ§ois Civil|Marion Lambert,93,Horror|Thriller,2014-08-14,2014,4605455,36935751,32330296,Perdita Weeks
1,Foxcatcher,Steve Carell|Channing Tatum|Mark Ruffalo|Sienna Miller|Vanessa Redgrave,134,Drama|Thriller,2014-05-19,2014,22106185,11141793,-10964392,Steve Carell
1,Endless Love,Alex Pettyfer|Gabriella Wilde|Robert Patrick|Rhys Wakefield|Emma Rigby,103,Drama|Romance,2014-02-12,2014,18421821,31388867,12967046,Alex Pettyfer
1,The Rover,Guy Pearce|Robert Pattinson|Scoot McNairy|Nash Edgerton|Anthony Hayes,100,Crime|Drama,2014-05-18,2014,11283365,2114293,-9169072,Guy Pearce
1,Think Like a Man Too,Kevin Hart|Regina Hall|Michael Ealy|Jerry Ferrara|Taraji P. Henson,106,Comedy|Romance,2014-06-19,2014,22106185,64643485,42537300,Kevin Hart
1,Suite FranÃ§aise,Michelle Williams|Kristin Scott Thomas|Matthias Schoenaerts|Sam Riley|Ruth Wilson,107,Drama|Romance|War,2014-11-05,2014,13816365,8386272,-5430093,Michelle Williams
1,Walk of Shame,Elizabeth Banks|James Marsden|Gillian Jacobs|Ethan Suplee|Sarah Wright,95,Comedy,2014-05-02,2014,13816365,54536,-13761829,Elizabeth Banks
1,Annabelle,Annabelle Wallis|Alfre Woodard|Eric Ladin|Tony Amendola|Gabriel Bateman,99,Horror,2014-10-02,2014,5987091,235130424,229143333,Annabelle Wallis
0,"I, Frankenstein",Aaron Eckhart|Yvonne Strahovski|Bill Nighy|Jai Courtney|Miranda Otto,92,Horror|Thriller,2014-01-22,2014,59870918,65539857,5668939,Aaron Eckhart
